season,matchid,team,match_location,final_points_a,outcome,carries_a,metres_made_a,defenders_beaten_a,clean_breaks_a,offloads_a,passes_a,turnovers_conceded_a,turnovers_won_a,kicks_from_hand_a,kick_metres_a,scrums_won_a,rucks_won_a,lineout_throws_lost_a,lineout_throws_won_a,tackles_a,missed_tackles_a,penalties_conceded_a,scrum_pens_conceded_a,lineout_pens_conceded_a,general_play_pens_conceded_a,free_kicks_conceded_a,ruck_maul_tackle_pen_con_a,red_cards_a
23/24,276153,Dragons RFC,home,9,loss,103,255,13,4,2,96,13,3,40,1271,7,10,1,15,105,17,11,2,0,3,1,3,0
23/24,276154,Ulster Rugby,home,26,win,150,474,20,5,15,167,14,5,13,613,6,5,4,11,168,16,9,3,0,1,2,0,0
23/24,276154,Vodacom Bulls,away,19,loss,120,286,16,2,10,139,8,8,20,634,9,6,4,6,173,20,16,2,0,4,1,4,0
23/24,276155,Glasgow Warriors,home,20,win,101,246,22,7,6,129,11,4,23,819,13,7,2,14,117,11,14,3,2,6,2,5,0
23/24,276155,DHL Stormers,away,9,loss,95,254,11,1,5,104,13,5,18,673,5,2,6,11,133,22,16,5,3,3,4,2,0
23/24,276156,Hollywoodbets Sharks,away,5,loss,112,442,13,2,7,141,18,3,27,949,7,6,2,7,143,9,13,2,1,5,2,1,0
23/24,276156,Ospreys,home,19,win,101,316,9,3,2,98,13,5,29,1152,10,6,2,13,127,13,7,1,0,2,0,2,0
23/24,276157,Zebre Parma,home,29,loss,70,265,9,4,5,94,5,6,22,854,4,2,1,7,140,24,17,6,1,2,1,2,0
23/24,276157,Vodacom Bulls,away,54,win,131,534,24,7,12,159,9,4,20,857,6,8,2,17,79,9,6,0,0,2,0,1,0
23/24,276158,Edinburgh Rugby,away,27,loss,100,446,23,5,9,126,14,8,27,1022,7,6,1,12,124,11,12,3,1,3,1,3,0
23/24,276158,Leinster Rugby,home,36,win,119,502,11,6,11,160,17,9,22,908,7,2,3,11,105,23,9,4,1,2,0,0,0
23/24,276159,Scarlets,home,31,win,85,201,15,3,3,119,9,3,26,876,4,5,0,17,120,16,13,5,0,0,0,2,0
23/24,276159,Cardiff Rugby,away,25,loss,102,361,16,6,6,96,11,4,25,729,7,6,4,9,111,15,9,0,1,5,0,1,0
23/24,276160,Dragons RFC,away,14,loss,85,164,11,2,2,117,13,8,23,773,4,6,2,16,137,21,5,0,1,1,0,1,0
23/24,276160,Munster Rugby,home,45,win,117,625,21,10,6,145,13,6,26,745,8,6,1,10,105,11,10,0,0,4,0,3,0
23/24,276161,Connacht Rugby,home,22,win,172,441,31,7,10,218,9,4,25,1116,5,7,2,15,108,15,9,2,0,0,1,4,0
23/24,276161,Ulster Rugby,away,20,loss,97,402,15,3,11,115,12,7,25,945,4,3,4,5,220,31,17,2,0,6,0,6,0
23/24,276162,Emirates Lions,away,10,loss,156,365,20,2,6,194,16,6,32,1344,9,10,1,14,115,11,10,0,0,2,0,0,0
23/24,276162,Benetton Rugby,home,15,win,110,370,11,5,8,146,9,12,32,1334,6,8,1,13,202,20,12,2,1,2,0,2,0
23/24,276163,Zebre Parma,home,12,win,115,196,13,2,4,95,12,7,20,774,8,5,2,17,144,13,4,1,0,0,0,0,0
23/24,276163,Hollywoodbets Sharks,away,10,loss,113,366,13,4,5,169,16,8,19,570,2,5,0,14,146,13,15,3,0,7,0,4,1
23/24,276164,Cardiff Rugby,home,12,loss,125,539,23,8,10,212,21,8,24,835,3,4,3,10,119,22,9,3,0,2,0,1,0
23/24,276164,Vodacom Bulls,away,18,win,98,388,22,4,5,111,10,10,28,1078,9,10,4,15,138,23,10,0,1,3,1,1,0
23/24,276165,Ulster Rugby,home,21,win,116,340,19,7,8,155,12,7,25,699,7,6,1,8,179,14,14,4,1,4,1,1,0
23/24,276165,Munster Rugby,away,14,loss,129,270,14,1,5,158,15,8,14,554,11,9,4,10,128,19,13,2,0,4,0,3,0
23/24,276166,Benetton Rugby,home,20,win,107,177,13,2,5,135,5,6,35,1035,8,6,3,13,100,16,11,1,0,3,0,1,0
23/24,276166,DHL Stormers,away,17,loss,93,266,16,5,6,121,18,5,27,944,2,1,4,12,149,13,9,2,1,3,1,1,0
23/24,276167,Glasgow Warriors,away,31,win,95,215,6,1,5,120,14,8,25,977,5,4,1,18,130,16,11,2,1,2,0,3,0
23/24,276167,Ospreys,home,23,loss,101,317,16,3,4,145,12,5,28,951,4,7,0,11,127,6,12,3,0,2,1,2,0
23/24,276168,Scarlets,home,23,loss,114,368,25,4,14,150,15,5,24,790,7,6,1,12,144,20,9,3,1,2,2,1,0
23/24,276168,Emirates Lions,away,24,win,113,308,20,4,2,108,14,7,24,775,5,6,3,8,117,25,10,2,0,4,1,3,0
23/24,276169,Edinburgh Rugby,home,25,win,120,464,25,5,11,146,11,7,38,1248,6,3,1,15,180,15,9,0,1,2,1,1,0
23/24,276169,Connacht Rugby,away,22,loss,161,386,15,3,7,203,13,6,35,1283,3,5,1,8,114,25,8,1,0,2,0,1,0
23/24,276170,Leinster Rugby,away,33,win,80,301,17,6,10,98,12,5,25,1055,9,3,2,13,97,10,11,2,0,3,1,3,0
23/24,276170,Dragons RFC,home,10,loss,88,159,10,1,2,96,8,7,29,965,6,6,1,15,84,17,17,8,0,4,2,2,1
23/24,276171,Vodacom Bulls,away,23,loss,71,218,17,3,4,70,11,3,35,1005,3,4,1,8,120,19,13,0,1,3,0,2,1
23/24,276171,Edinburgh Rugby,home,31,win,116,349,19,6,12,144,7,4,34,1179,4,6,0,10,79,17,15,2,1,3,2,5,0
23/24,276172,Emirates Lions,away,17,loss,94,236,10,3,7,92,15,6,33,998,5,4,4,13,121,13,9,3,2,1,2,2,0
23/24,276172,Ulster Rugby,home,24,win,102,246,13,3,7,99,12,7,34,932,9,5,4,7,116,10,9,1,1,2,2,0,0
23/24,276174,Hollywoodbets Sharks,home,12,loss,139,513,29,5,14,190,17,5,31,1017,4,7,4,12,83,8,13,2,0,3,0,1,0
23/24,276174,Connacht Rugby,away,13,win,80,153,8,1,5,100,13,9,32,1235,8,4,2,12,138,29,13,0,0,7,0,3,0
23/24,276175,Ospreys,away,5,loss,88,247,13,4,6,101,10,9,31,1011,6,4,3,11,120,25,14,3,1,3,0,3,1
23/24,276175,Dragons RFC,home,20,win,113,475,25,7,6,132,17,7,31,1035,7,4,2,11,106,13,8,3,1,0,2,0,0
23/24,276176,Munster Rugby,home,10,win,109,217,16,2,8,132,18,7,26,1098,7,6,2,13,93,22,8,4,0,3,0,0,0
23/24,276176,DHL Stormers,away,3,loss,87,325,22,3,9,104,14,10,32,977,10,3,4,7,141,16,9,1,2,2,1,1,0
23/24,276177,Scarlets,away,5,loss,138,340,14,1,8,166,12,8,16,750,5,10,4,10,145,27,14,2,1,4,1,4,0
23/24,276177,Leinster Rugby,home,54,win,157,633,27,8,14,228,13,9,22,950,5,8,0,14,193,14,10,1,1,2,0,3,0
23/24,276178,Benetton Rugby,away,12,loss,144,459,12,2,6,184,21,9,27,870,4,4,3,13,93,31,6,2,0,3,1,1,0
23/24,276178,Glasgow Warriors,home,26,win,103,458,31,9,6,136,12,10,32,1016,8,6,1,14,151,12,13,1,0,1,0,3,0
23/24,276179,Cardiff Rugby,home,31,win,92,237,20,4,4,110,14,9,36,1205,8,2,0,8,122,15,9,4,1,1,0,1,0
23/24,276179,DHL Stormers,away,24,loss,115,451,15,3,13,147,18,5,25,872,7,4,1,13,108,20,8,2,0,2,1,1,0
23/24,276180,Edinburgh Rugby,home,22,loss,113,269,23,5,8,155,14,9,27,918,8,2,1,12,150,6,10,0,0,3,0,4,0
23/24,276180,Benetton Rugby,away,24,win,116,338,6,3,4,143,12,6,22,715,3,6,2,13,113,23,15,5,1,2,2,0,1
23/24,276181,Zebre Parma,away,19,loss,52,149,17,4,5,81,7,0,17,732,3,3,2,16,116,32,10,2,0,3,1,3,0
23/24,276181,Emirates Lions,home,61,win,112,429,32,10,7,159,6,6,26,1103,5,5,1,16,42,17,7,1,1,1,0,0,0
23/24,276182,Ospreys,home,31,win,110,387,27,3,5,112,10,8,27,996,6,4,1,15,111,9,10,3,0,1,0,0,0
23/24,276182,Scarlets,away,9,loss,94,174,9,1,13,108,12,6,20,743,6,7,4,7,132,27,20,3,2,4,1,3,0
23/24,276183,Vodacom Bulls,home,53,win,122,475,25,7,14,151,9,2,24,695,5,3,0,11,156,15,8,1,0,2,0,1,0
23/24,276183,Connacht Rugby,away,27,loss,135,325,15,6,10,214,10,4,20,649,4,3,3,11,129,25,8,2,0,2,1,1,0
23/24,276184,Hollywoodbets Sharks,home,69,win,122,506,21,11,14,160,13,7,25,1008,9,4,0,19,69,13,4,0,0,2,0,1,0
23/24,276184,Dragons RFC,away,14,loss,67,299,13,6,5,84,16,7,21,715,2,3,3,7,111,21,19,7,2,4,0,2,0
23/24,276185,Munster Rugby,away,16,loss,134,349,19,5,4,184,12,5,24,959,5,2,1,14,147,18,15,4,0,1,2,6,0
23/24,276185,Leinster Rugby,home,21,win,126,351,18,9,7,146,13,6,19,825,6,4,1,13,172,19,13,1,0,1,0,2,0
23/24,276186,Ulster Rugby,away,20,loss,139,300,11,2,6,168,8,5,13,455,4,6,2,6,193,20,17,2,0,4,0,4,0
23/24,276186,Glasgow Warriors,home,33,win,155,411,20,5,9,219,10,7,14,532,3,4,3,14,181,11,9,0,0,4,0,3,0
23/24,276187,Munster Rugby,home,40,win,121,413,22,4,1,163,8,7,17,515,2,5,4,8,118,18,11,1,0,3,0,2,0
23/24,276187,Glasgow Warriors,away,29,loss,100,287,18,0,5,138,12,5,14,668,6,4,1,11,172,22,14,0,2,1,0,6,0
23/24,276188,Vodacom Bulls,home,44,win,78,363,19,7,12,88,11,8,26,1160,11,1,1,9,122,17,14,2,0,5,0,3,0
23/24,276188,Hollywoodbets Sharks,away,10,loss,100,441,17,3,8,133,13,4,18,558,4,6,2,13,62,19,12,4,0,3,2,2,0
23/24,276189,Scarlets,away,29,win,147,493,26,7,8,200,6,5,22,873,6,5,2,10,103,10,13,3,1,5,0,0,0
23/24,276189,Cardiff Rugby,home,23,loss,90,325,10,4,3,100,12,4,27,977,5,3,1,9,185,26,6,1,0,3,0,1,1
23/24,276190,Dragons RFC,away,24,loss,97,429,20,8,14,169,15,5,16,625,5,6,4,14,109,30,11,0,0,3,0,3,0
23/24,276190,Emirates Lions,home,49,win,106,669,30,11,11,131,10,10,26,1020,3,3,2,9,88,20,6,2,0,1,0,0,1
23/24,276191,Edinburgh Rugby,away,27,win,126,289,23,1,8,163,10,10,17,642,7,2,1,11,150,12,14,3,1,0,1,3,0
23/24,276191,Ulster Rugby,home,24,loss,113,302,12,3,4,148,13,3,11,541,8,9,2,15,148,23,10,3,0,1,0,3,0
23/24,276192,DHL Stormers,home,31,win,142,465,40,8,20,170,15,3,20,766,9,4,1,13,80,20,9,2,0,1,1,1,0
23/24,276192,Zebre Parma,away,7,loss,76,254,20,5,5,77,13,4,27,770,7,1,3,10,149,40,13,8,0,1,2,1,0
23/24,276193,Connacht Rugby,home,22,loss,98,474,21,7,7,124,12,5,26,865,11,1,6,7,171,15,11,1,1,4,2,2,0
23/24,276193,Leinster Rugby,away,24,win,128,318,15,6,2,185,10,5,28,1059,4,5,6,10,103,21,14,6,0,2,3,3,0
23/24,276194,Benetton Rugby,home,18,win,120,350,15,3,8,154,14,2,39,1172,8,1,1,14,126,23,3,1,0,1,0,0,0
23/24,276194,Ospreys,away,13,loss,91,230,23,3,19,148,14,5,40,1189,4,0,4,12,160,15,6,2,1,2,0,1,0
23/24,276195,Edinburgh Rugby,away,10,loss,115,310,19,1,6,124,15,3,26,796,2,3,1,11,162,20,15,2,3,3,0,3,0
23/24,276195,Glasgow Warriors,home,22,win,127,341,20,7,10,157,10,4,26,920,8,2,3,16,133,19,7,1,0,2,0,3,0
23/24,276196,Ulster Rugby,home,20,win,113,221,12,3,7,120,8,6,25,732,7,4,3,9,129,13,9,1,1,0,1,4,0
23/24,276196,Connacht Rugby,away,19,loss,105,313,13,3,5,151,12,4,15,649,4,4,4,11,146,12,12,2,0,2,1,3,0
23/24,276197,Zebre Parma,home,24,loss,140,421,29,7,6,123,9,9,27,826,4,6,1,13,93,21,13,1,1,4,0,3,0
23/24,276197,Benetton Rugby,away,31,win,85,359,21,5,5,96,12,6,19,912,3,5,3,11,162,29,13,2,0,4,1,3,0
23/24,276198,Hollywoodbets Sharks,home,18,loss,117,350,23,2,8,150,13,5,25,700,6,7,0,14,98,16,15,2,0,4,0,7,0
23/24,276198,Emirates Lions,away,20,win,94,264,16,2,9,107,18,5,25,834,7,3,3,14,123,23,5,1,0,3,0,2,0
23/24,276199,Vodacom Bulls,away,20,loss,134,316,25,5,6,134,14,7,19,737,7,6,2,9,73,23,14,3,0,4,0,2,0
23/24,276199,DHL Stormers,home,26,win,88,413,23,7,12,101,12,6,24,772,4,4,1,13,182,25,16,3,1,3,0,2,0
23/24,276200,Cardiff Rugby,home,55,win,123,507,30,12,17,134,10,12,28,957,7,5,3,10,118,12,11,3,0,1,1,3,0
23/24,276200,Dragons RFC,away,21,loss,118,365,12,2,11,150,23,3,20,666,6,6,0,12,112,30,8,1,0,4,0,3,0
23/24,276201,Scarlets,home,11,loss,102,388,23,5,1,122,11,5,15,574,5,5,2,8,144,17,18,4,2,6,1,1,0
23/24,276201,Ospreys,away,25,win,120,234,17,2,3,110,5,8,19,732,5,5,1,11,120,23,13,4,0,1,1,2,0
23/24,276202,Leinster Rugby,away,9,win,92,244,13,1,3,81,17,6,25,853,8,5,2,10,96,13,11,3,0,0,0,2,0
23/24,276202,Munster Rugby,home,3,loss,80,202,13,0,7,65,15,10,24,873,9,7,2,11,137,13,13,4,0,3,0,2,0
23/24,276203,Benetton Rugby,home,36,win,124,443,21,9,7,151,14,4,29,1034,8,4,1,12,114,9,9,2,0,4,0,2,0
23/24,276203,Zebre Parma,away,14,loss,106,245,9,4,7,119,11,8,28,926,7,3,1,5,134,21,11,2,0,3,1,2,0
23/24,276204,Emirates Lions,away,28,loss,76,349,16,4,5,73,19,8,23,811,10,6,3,9,134,18,12,2,1,3,0,1,0
23/24,276204,Vodacom Bulls,home,30,win,114,267,18,4,9,136,16,11,25,820,4,3,3,18,72,16,10,4,0,3,0,1,0
23/24,276205,Glasgow Warriors,away,14,loss,139,329,19,3,9,188,13,5,20,846,4,5,3,11,138,16,10,0,0,1,0,4,0
23/24,276205,Edinburgh Rugby,home,19,win,136,566,16,8,12,172,8,7,23,587,4,4,3,7,172,19,11,1,1,4,1,3,0
23/24,276206,Hollywoodbets Sharks,away,15,loss,84,176,13,2,6,110,12,5,23,879,3,2,1,15,80,18,16,5,1,4,0,2,0
23/24,276206,DHL Stormers,home,16,win,92,264,18,4,11,117,10,1,25,916,7,6,0,14,101,13,11,1,2,0,0,0,0
23/24,276207,Cardiff Rugby,away,21,loss,74,282,10,4,2,61,16,7,38,1233,4,4,1,6,103,20,14,4,0,3,1,1,0
23/24,276207,Ospreys,home,27,win,83,307,20,2,1,80,7,7,37,1228,7,7,2,13,89,10,10,1,1,3,1,0,0
23/24,276208,Dragons RFC,home,13,win,64,195,7,0,2,53,11,8,29,1099,7,3,2,8,157,17,11,5,0,3,1,2,0
23/24,276208,Scarlets,away,12,loss,112,298,17,3,1,106,12,6,29,1110,10,8,2,11,69,7,11,4,1,2,1,0,0
23/24,276209,Leinster Rugby,home,21,loss,143,237,14,4,1,133,9,6,34,1094,7,4,3,13,82,10,11,3,0,2,0,1,0
23/24,276209,Ulster Rugby,away,22,win,73,296,10,5,3,56,14,5,33,1059,6,6,5,9,203,14,8,1,0,1,0,0,0
23/24,276210,Munster Rugby,away,9,loss,142,292,11,0,3,172,14,5,14,620,5,7,6,10,100,10,14,1,0,4,0,3,0
23/24,276210,Connacht Rugby,home,22,win,83,187,10,2,5,88,7,5,23,816,6,7,0,9,202,11,13,1,0,2,1,4,0
23/24,276211,Munster Rugby,away,42,win,166,469,24,9,9,207,16,6,17,633,7,5,2,11,112,23,7,1,0,2,1,0,0
23/24,276211,Scarlets,home,7,loss,106,234,23,6,10,136,14,7,21,689,7,5,2,8,201,24,14,4,1,4,1,2,0
23/24,276212,Zebre Parma,home,19,loss,70,297,15,3,7,69,13,5,19,638,6,3,2,7,161,9,17,4,1,4,2,2,0
23/24,276212,Edinburgh Rugby,away,24,win,119,203,9,0,6,135,10,7,19,733,8,8,0,18,70,15,11,0,0,3,0,2,0
23/24,276213,Emirates Lions,home,10,loss,67,261,13,1,7,65,13,6,27,1000,10,6,1,7,101,20,15,4,0,5,1,2,0
23/24,276213,Vodacom Bulls,away,25,win,101,400,20,5,11,105,15,8,26,1063,7,6,2,13,65,13,10,2,0,2,1,0,0
23/24,276214,Leinster Rugby,home,47,win,139,369,11,7,5,178,18,4,30,1002,12,2,0,11,72,18,9,4,0,1,1,2,0
23/24,276214,Benetton Rugby,away,18,loss,73,180,18,3,10,102,19,5,23,758,8,6,1,12,155,11,10,5,0,3,1,0,0
23/24,276215,Ospreys,home,19,win,112,293,6,1,10,124,9,4,24,867,8,4,2,10,106,6,14,1,1,2,1,9,0
23/24,276215,Ulster Rugby,away,17,loss,89,183,6,0,6,122,14,2,22,948,4,5,3,14,120,6,15,4,2,3,2,5,0
23/24,276216,Hollywoodbets Sharks,home,21,loss,133,308,24,7,9,165,14,4,26,711,5,7,1,17,108,10,8,2,0,3,0,0,0
23/24,276216,DHL Stormers,away,25,win,98,382,10,12,11,122,13,5,31,892,7,3,0,15,164,24,12,0,1,5,0,4,0
23/24,276217,Connacht Rugby,away,16,win,128,324,23,4,6,156,16,7,21,738,4,9,4,16,131,14,12,3,1,2,3,1,0
23/24,276217,Cardiff Rugby,home,12,loss,94,167,14,1,3,83,15,8,27,887,9,5,2,13,165,23,13,2,0,6,2,4,1
23/24,276218,Glasgow Warriors,home,40,win,142,800,39,19,11,210,21,5,13,490,9,6,3,19,130,6,9,2,1,2,1,4,0
23/24,276218,Dragons RFC,away,7,loss,104,235,6,0,6,118,12,8,21,751,7,3,2,8,141,39,10,4,0,0,0,1,0
23/24,276219,Edinburgh Rugby,home,19,win,100,294,17,4,4,112,19,7,28,894,6,3,1,11,94,22,10,4,1,2,0,1,0
23/24,276219,Ospreys,away,15,loss,85,311,22,6,6,116,12,9,24,758,7,8,2,11,126,17,16,4,0,3,0,2,0
23/24,276220,Zebre Parma,away,29,loss,101,379,14,6,7,104,12,11,29,979,7,2,3,6,192,40,5,1,0,3,0,0,0
23/24,276220,Munster Rugby,home,45,win,188,789,40,11,19,277,18,4,18,578,4,6,1,10,113,14,8,0,1,3,0,1,0
23/24,276221,Emirates Lions,home,40,win,123,443,29,9,18,130,14,5,19,700,9,3,0,10,110,16,9,2,0,0,0,0,0
23/24,276221,Hollywoodbets Sharks,away,10,loss,101,410,16,3,4,126,12,5,9,296,8,4,2,10,124,29,13,4,0,5,0,1,0
23/24,276222,Benetton Rugby,home,9,loss,97,273,19,2,9,101,19,6,27,1086,7,3,5,14,155,12,9,2,1,0,3,2,0
23/24,276222,Glasgow Warriors,away,19,win,116,302,12,2,3,148,9,8,43,1257,6,2,6,12,115,19,15,5,0,3,2,4,0
23/24,276223,Vodacom Bulls,home,40,win,66,134,5,4,3,69,8,6,31,1086,7,11,0,10,111,19,13,3,1,4,0,0,0
23/24,276223,DHL Stormers,away,22,loss,98,344,19,4,3,110,17,7,14,600,4,6,4,11,79,5,13,1,1,6,1,4,0
23/24,276224,Connacht Rugby,home,26,win,165,500,28,10,15,219,13,7,17,650,9,4,2,15,102,10,11,4,1,2,3,1,0
23/24,276224,Scarlets,away,10,loss,90,225,10,4,10,104,12,7,21,673,6,2,3,6,173,28,13,4,0,3,2,3,0
23/24,276225,Cardiff Rugby,home,20,loss,95,350,27,11,2,119,8,6,33,980,5,3,1,6,180,18,9,1,0,4,0,1,0
23/24,276225,Leinster Rugby,away,33,win,150,489,18,7,5,198,14,6,28,895,5,3,0,13,112,27,7,1,0,3,1,2,0
23/24,276226,Dragons RFC,away,26,loss,86,253,11,2,2,119,11,4,13,521,3,4,4,11,136,11,9,2,0,2,0,0,0
23/24,276226,Ulster Rugby,home,49,win,132,363,11,7,17,180,6,4,22,842,5,4,0,13,105,11,11,0,0,3,0,3,0
23/24,276227,Glasgow Warriors,home,17,win,176,528,29,7,11,215,17,10,24,864,7,7,2,19,96,9,8,3,0,0,1,1,0
23/24,276227,Cardiff Rugby,away,13,loss,93,364,9,2,5,104,14,13,27,779,7,2,2,7,215,29,15,4,1,3,1,4,0
23/24,276228,Munster Rugby,away,27,win,88,346,6,5,4,94,10,7,27,791,6,4,0,6,180,18,11,3,1,3,0,2,0
23/24,276228,Ospreys,home,17,loss,148,331,18,6,11,226,15,2,24,977,7,3,1,16,101,6,8,3,0,2,1,1,0
23/24,276229,Ulster Rugby,away,12,loss,115,288,4,4,9,136,18,6,17,660,6,9,1,10,121,21,14,3,0,3,1,1,0
23/24,276229,Hollywoodbets Sharks,home,22,win,105,293,21,5,9,125,15,12,24,842,8,6,4,12,114,4,8,2,0,2,1,2,0
23/24,276230,Scarlets,home,16,win,152,495,25,3,9,222,14,9,28,1074,7,8,3,11,78,11,11,1,2,3,1,0,0
23/24,276230,Benetton Rugby,away,13,loss,78,287,11,5,3,94,14,8,34,1220,8,4,6,8,180,25,13,2,0,3,1,5,0
23/24,276231,Edinburgh Rugby,away,21,loss,70,188,11,2,6,73,9,5,18,531,5,5,2,8,123,24,11,5,0,2,0,1,0
23/24,276231,DHL Stormers,home,43,win,126,542,24,13,21,165,17,4,17,545,7,3,0,14,85,11,6,1,0,5,1,0,0
23/24,276232,Connacht Rugby,home,14,loss,147,432,16,7,11,229,20,9,7,351,6,4,2,5,156,21,9,2,0,2,0,3,0
23/24,276232,Emirates Lions,away,38,win,132,510,21,7,13,154,14,6,12,609,11,8,1,12,167,16,10,1,0,3,0,3,1
23/24,276233,Dragons RFC,home,10,loss,73,245,11,4,4,127,7,5,27,1113,7,4,1,10,104,25,19,4,1,3,2,0,0
23/24,276233,Vodacom Bulls,away,31,win,99,497,25,8,11,137,15,7,28,1022,8,7,3,17,83,11,9,1,0,2,1,0,0
23/24,276234,Zebre Parma,home,7,loss,120,424,22,3,13,174,17,8,32,984,9,4,1,19,87,16,11,3,0,3,1,0,0
23/24,276234,Leinster Rugby,away,31,win,100,478,16,10,8,149,20,8,34,1219,5,6,3,17,130,22,10,1,0,5,1,1,0
23/24,276235,Dragons RFC,home,20,win,79,355,24,4,4,104,17,4,31,1077,8,5,0,12,172,13,12,1,1,1,1,2,0
23/24,276235,Zebre Parma,away,13,loss,144,353,13,2,11,167,15,8,36,1335,3,2,3,12,89,24,7,2,1,1,3,0,0
23/24,276236,Vodacom Bulls,away,14,loss,78,390,10,4,5,90,11,4,29,862,5,3,3,12,129,29,9,2,0,2,0,0,0
23/24,276236,Leinster Rugby,home,47,win,120,532,29,11,13,138,13,4,31,1141,7,3,3,8,86,10,13,4,0,4,1,2,0
23/24,276237,Benetton Rugby,home,18,win,141,456,25,7,9,185,11,9,28,909,11,4,0,12,203,30,9,0,0,2,0,1,0
23/24,276237,Connacht Rugby,away,14,loss,145,366,30,5,8,196,14,7,25,897,4,6,2,11,153,25,12,3,0,2,3,2,0
23/24,276238,Edinburgh Rugby,away,13,loss,93,310,12,5,10,105,14,7,24,828,5,2,1,8,131,9,13,3,1,1,0,0,0
23/24,276238,Hollywoodbets Sharks,home,23,win,117,453,9,8,18,142,17,4,24,774,8,3,4,13,91,12,10,3,1,2,4,3,0
23/24,276239,Ospreys,home,36,win,115,371,22,5,8,165,10,12,22,937,7,7,2,11,178,20,14,2,0,4,0,2,0
23/24,276239,Emirates Lions,away,21,loss,145,487,20,4,13,183,19,8,17,853,3,8,1,13,140,22,11,3,0,2,1,5,0
23/24,276240,Ulster Rugby,away,7,loss,82,261,14,7,9,114,10,6,27,909,10,0,4,7,77,21,11,4,0,4,0,2,0
23/24,276240,DHL Stormers,home,13,win,94,380,21,5,14,141,17,3,24,922,7,2,2,13,93,14,6,3,0,0,1,2,0
23/24,276241,Munster Rugby,home,20,win,162,512,16,7,16,220,21,11,28,858,5,5,1,15,136,24,6,0,0,1,0,2,0
23/24,276241,Cardiff Rugby,away,15,loss,134,411,24,5,9,171,20,12,29,987,6,5,2,9,165,16,11,1,0,4,0,0,0
23/24,276242,Scarlets,home,3,loss,87,173,8,2,7,109,15,3,13,439,3,5,2,14,87,21,18,4,1,6,2,0,0
23/24,276242,Glasgow Warriors,away,45,win,88,402,21,11,2,110,7,12,21,775,11,1,1,12,121,8,11,3,0,2,1,3,0
23/24,276243,Ulster Rugby,home,19,win,183,576,28,8,11,216,18,3,24,721,2,6,0,10,119,19,7,2,0,1,0,0,0
23/24,276243,Cardiff Rugby,away,17,loss,121,379,19,6,10,176,8,9,29,992,7,4,3,8,213,28,13,1,1,5,1,4,0
23/24,276244,Glasgow Warriors,home,21,win,173,488,29,8,12,200,14,7,24,692,15,8,2,10,108,3,15,3,1,3,1,4,0
23/24,276244,Hollywoodbets Sharks,away,10,loss,104,317,3,1,5,115,22,6,15,613,6,5,1,16,190,29,12,4,0,4,1,1,0
23/24,276245,Emirates Lions,home,44,win,65,423,19,6,5,84,10,10,19,922,6,2,4,11,179,24,13,2,1,3,0,1,0
23/24,276245,Leinster Rugby,away,12,loss,137,277,24,3,10,220,14,5,15,746,6,6,1,16,66,19,11,4,0,2,0,0,0
23/24,276246,Dragons RFC,away,19,loss,100,518,18,5,2,131,13,4,28,947,5,7,0,8,134,20,14,2,0,5,0,2,0
23/24,276246,Benetton Rugby,home,36,win,140,557,20,10,13,177,18,11,26,1175,4,5,2,20,108,18,5,1,0,1,0,0,0
23/24,276247,Vodacom Bulls,home,22,loss,123,365,20,4,7,151,21,9,26,785,6,6,2,9,139,16,11,1,0,6,0,2,1
23/24,276247,Munster Rugby,away,27,win,121,329,16,1,11,179,15,13,26,852,3,2,3,12,159,20,7,0,0,2,0,0,0
23/24,276248,Connacht Rugby,home,54,win,124,504,25,7,9,183,16,5,17,760,2,3,0,12,132,26,10,2,0,3,0,3,0
23/24,276248,Zebre Parma,away,16,loss,105,345,26,3,4,115,13,7,21,710,9,3,2,9,144,25,10,0,0,4,0,4,0
23/24,276249,Edinburgh Rugby,home,43,win,172,546,32,8,10,173,15,9,23,757,2,2,5,17,95,13,7,1,1,0,2,3,0
23/24,276249,Scarlets,away,18,loss,93,266,13,3,11,117,12,8,19,618,4,7,0,8,222,32,13,2,0,1,0,2,0
23/24,276250,Ospreys,away,27,win,119,379,17,10,8,127,10,10,29,1034,7,5,4,9,149,33,9,1,1,0,0,2,0
23/24,276250,DHL Stormers,home,21,loss,146,469,33,5,23,200,19,6,27,881,4,8,0,15,143,17,16,3,0,4,0,1,0
23/24,276251,Scarlets,home,27,loss,93,328,20,5,6,95,11,3,21,582,7,4,2,7,145,9,11,5,0,4,0,2,0
23/24,276251,Hollywoodbets Sharks,away,32,win,105,204,9,2,3,114,10,3,24,694,6,2,2,12,118,20,6,2,0,2,2,0,0
23/24,276252,Ulster Rugby,home,38,win,149,453,21,7,13,174,14,6,25,653,4,3,1,11,139,31,7,3,0,1,0,0,0
23/24,276252,Benetton Rugby,away,34,loss,126,477,31,10,10,161,14,5,21,729,5,3,1,10,187,21,8,2,0,2,1,2,0
23/24,276253,Zebre Parma,home,9,loss,105,299,8,2,9,108,12,6,20,772,8,3,1,9,152,29,13,4,0,4,1,2,0
23/24,276253,Glasgow Warriors,away,40,win,166,612,29,9,13,233,14,8,18,682,6,7,4,18,110,8,12,4,0,1,1,2,0
23/24,276254,Vodacom Bulls,home,61,win,104,585,17,10,15,123,10,5,25,772,4,3,2,12,140,18,11,1,1,3,0,2,0
